"A team is using BERT for text classification. What is a key advantage of BERT?","The model is trained on large text corpora.","A) Bidirectional context","B) Fast inference","C) Low memory usage","D) No pretraining needed","A","BERT uses bidirectional context, improving understanding of text meaning.","BERT"
"A developer is finetuning a HuggingFace transformer. What is a common challenge?","The model is trained on a small dataset.","A) Overfitting","B) Underfitting","C) Slow training","D) No challenge","A","Finetuning on small datasets can lead to overfitting in large models.","HuggingFace Finetuning"
"A data scientist is scraping news articles for NLP. What is a key step after scraping?","Articles contain HTML tags and special characters.","A) Remove HTML tags","B) Tokenize text","C) Remove special characters","D) All of the above","D","All listed steps are important for cleaning scraped text data.","Text Scraping"
"A researcher is using regex to extract phone numbers from text. What is a common regex pattern for phone numbers?","Text data contains various phone number formats.","A) \d{10}","B) [0-9]{10}","C) (\d{3})-\d{3}-\d{4}","D) All of the above","D","All listed patterns can be used to extract phone numbers with regex.","Regex in NLP"
"A developer is quantizing a DL model for mobile deployment. What is a benefit?","The model is deployed on smartphones.","A) Reduced model size","B) Faster inference","C) Lower power consumption","D) All of the above","D","Quantization reduces size, speeds up inference, and lowers power usage.","Quantization"
"A team is using QLoRA for LLM compression. What is a key feature of QLoRA?","The model is trained with limited GPU resources.","A) Low-rank adaptation","B) High memory usage","C) Slow training","D) No advantage","A","QLoRA uses low-rank adaptation for efficient training and compression.","QLoRA"
"A developer is deploying a model with Docker. What is a key benefit?","The model is deployed across different environments.","A) Portability","B) Scalability","C) Isolation","D) All of the above","D","Docker provides portability, scalability, and isolation for deployments.","Docker Deployment"
"A data scientist is embedding documents for search. What is a benefit of embedding?","The system retrieves relevant documents for queries.","A) Faster search","B) Improved accuracy","C) Semantic search","D) All of the above","D","Embeddings enable faster, more accurate, and semantic search.","Document Embedding"
"A team is building a RAG-based retriever for QA. What is a key component?","The retriever combines retrieval and generation for answers.","A) Retriever model","B) Generator model","C) Index","D) All of the above","D","RAG-based retrievers use all listed components for QA tasks.","RAG Retriever"
"A developer is deploying to Azure Blob and using Azure Functions. What is a benefit?","The system processes files automatically.","A) Serverless execution","B) Scalability","C) Cost efficiency","D) All of the above","D","Azure Functions provide serverless execution, scalability, and cost efficiency.","Azure Functions"
"A researcher is coordinating multiple agents for a complex task. What is a challenge?","Agents must communicate and synchronize actions.","A) Communication","B) Synchronization","C) Error handling","D) All of the above","D","Multi-agent systems require communication, synchronization, and error handling.","Agent Coordination"
"A team is testing multi-agent deployment locally. What tool is commonly used?","Agents are built in Python and need orchestration.","A) Docker Compose","B) Kubernetes","C) Jupyter Notebook","D) Excel","A","Docker Compose is used for local multi-agent deployment and orchestration.","Multi-Agent Deployment"
"A developer is running a model on CPU vs GPU. What is a typical result?","The model is a deep neural network for images.","A) GPU is faster for large models","B) CPU is faster for small models","C) Both perform equally","D) GPU is always slower","A","GPUs are optimized for parallel computation and are faster for large models.","CPU vs GPU"
"A researcher is using TensorRT for inference acceleration. What is a benefit?","The model is deployed for real-time inference.","A) Reduced latency","B) Increased throughput","C) Lower memory usage","D) All of the above","D","TensorRT provides reduced latency, increased throughput, and lower memory usage.","TensorRT Acceleration"
"A developer is building a context-driven API block. What is a feature?","The API adapts responses based on user context.","A) Dynamic response generation","B) Static responses","C) No context awareness","D) Only supports GET requests","A","Context-driven APIs generate dynamic responses based on user context.","Context-Driven API"
"A team is chaining MCP blocks for a complex system. What is a benefit?","The system processes data through multiple stages.","A) Modular design","B) Scalability","C) Reusability","D) All of the above","D","Chaining MCP blocks enables modular, scalable, and reusable system design.","MCP Chaining"
"A retail analyst is using scikit-learn to predict weekly sales. What is the best way to handle categorical features?","The dataset includes 'store_type' and 'region' columns.","A) Drop categorical features","B) One-hot encode categorical features","C) Use label encoding for all features","D) Ignore categorical features","B","One-hot encoding is preferred for non-ordinal categorical features in regression models.","ML Fundamentals"
"A data scientist is evaluating a regression model for house prices. Which metric best penalizes large errors?","The business wants to avoid large prediction mistakes.","A) MAE","B) RMSE","C) R2 Score","D) Accuracy","B","RMSE penalizes large errors more than MAE, making it suitable when large mistakes are costly.","Evaluation Metrics"
"A hospital wants to predict patient readmission risk. What is a key challenge in this ML task?","Readmission events are rare compared to non-readmissions.","A) Class imbalance","B) Feature scaling","C) Overfitting","D) Underfitting","A","Class imbalance is common in medical datasets with rare events.","ML Fundamentals"
"A startup is building a recommendation engine. What is collaborative filtering?","The system suggests products based on user-item interactions.","A) Uses user features only","B) Uses item features only","C) Uses similarities between users and items","D) Ignores user history","C","Collaborative filtering leverages similarities between users and items for recommendations.","Recommendation Systems"
"A bank is using logistic regression for credit approval. What does the output represent?","The model predicts approval (yes/no) for loan applications.","A) Probability of approval","B) Credit score","C) Loan amount","D) Interest rate","A","Logistic regression outputs the probability of the target class (approval).","Classification"
"A telecom company is clustering customers for marketing. What is the elbow method used for?","The team wants to choose the optimal number of clusters.","A) Evaluates cluster separation","B) Determines optimal K","C) Measures feature importance","D) Reduces dimensionality","B","The elbow method helps determine the optimal number of clusters (K) in clustering algorithms.","Clustering"
"A researcher is using PCA for dimensionality reduction. What is a benefit of PCA?","The dataset has 100 features, many of which are correlated.","A) Removes outliers","B) Reduces feature correlation","C) Improves model interpretability","D) All of the above","D","PCA reduces dimensionality, removes correlation, and can improve interpretability.","Dimensionality Reduction"
"A developer is training a neural network with PyTorch. What does optimizer.step() do?","The model is minimizing loss on training data.","A) Computes gradients","B) Updates model weights","C) Calculates loss","D) Loads data","B","optimizer.step() updates model weights using computed gradients.","PyTorch Training"
"A student is building an RNN for time series forecasting. What is a key feature of RNNs?","The model predicts future values based on past sequences.","A) Handles sequential data","B) Ignores order of data","C) Only works for images","D) Requires one-hot encoding","A","RNNs are designed to handle sequential data and capture temporal dependencies.","RNNs"
"A team is tuning dropout rate in a neural network. What is the effect of increasing dropout?","The model is overfitting on training data.","A) Reduces overfitting","B) Increases training speed","C) Improves accuracy","D) No effect","A","Increasing dropout reduces overfitting by randomly dropping neurons during training.","Dropout Regularization"
"A machine learning engineer is experimenting with optimizers in PyTorch. What is the role of the backward() function?","The model is training on image data and needs to update weights based on loss.","A) Computes gradients for all parameters","B) Updates weights directly","C) Calculates loss","D) Loads data","A","backward() computes gradients for all parameters with requires_grad=True.","PyTorch Backward Pass"
"A researcher is tuning the learning rate for Adam optimizer in PyTorch. What effect does increasing the learning rate have?","The model's loss fluctuates and sometimes diverges during training.","A) Faster convergence but risk of instability","B) Slower convergence","C) No effect","D) Only affects backward pass","A","Higher learning rates can speed up convergence but may cause instability or divergence.","PyTorch Optimizers"
"A student is training an MLP and wants to visualize gradients. What tool can they use?","The model is implemented in PyTorch and training on MNIST data.","A) TensorBoard","B) Matplotlib","C) Pandas","D) Seaborn","A","TensorBoard can visualize gradients, weights, and other metrics during training.","MLP Visualization"
"A data scientist is applying L1 regularization to a model. What is the expected effect?","The model has many features, some of which may be irrelevant.","A) Encourages sparsity in weights","B) Increases model complexity","C) Reduces training speed","D) No effect","A","L1 regularization encourages sparsity, driving some weights to zero.","Regularization"
"A team is comparing ML and DL models on a small dataset. What is a likely outcome?","The dataset has only 500 samples and 10 features.","A) DL models outperform ML models","B) ML models outperform DL models","C) Both perform equally","D) DL models overfit","B","ML models often outperform DL models on small datasets due to less overfitting.","ML vs DL"
"A developer is building a CNN for image classification. What is the main advantage of using convolutional layers?","The model processes 32x32 pixel images.","A) Captures spatial hierarchies","B) Reduces overfitting","C) Increases training speed","D) No advantage","A","Convolutional layers capture spatial hierarchies and local patterns in images.","CNN Layers"
"A researcher is tuning hyperparameters for a DL model. What is the best strategy?","The model has many hyperparameters and training is slow.","A) Grid search","B) Random search","C) Bayesian optimization","D) All of the above","D","All listed strategies can be used; Bayesian optimization is efficient for large search spaces.","Hyperparameter Tuning"
"A team is visualizing DL model performance. What metric is most informative for classification?","The model predicts 10 classes and outputs probabilities.","A) Accuracy","B) Confusion matrix","C) ROC-AUC","D) All of the above","D","Accuracy, confusion matrix, and ROC-AUC all provide valuable insights for classification models.","DL Performance"
"A data scientist is performing NLP preprocessing. What is an essential step before training?","Text data contains punctuation, stopwords, and mixed casing.","A) Tokenization","B) Removing stopwords","C) Lowercasing","D) All of the above","D","All listed steps are essential for cleaning text data before NLP model training.","NLP Preprocessing"
"A developer is building a sentiment classification model. What is the target variable?","The model predicts positive, negative, or neutral sentiment from text.","A) Continuous value","B) Categorical label","C) Probability score","D) Text length","B","Sentiment classification is a categorical prediction problem.","Sentiment Classification"
"A researcher is comparing BERT and GPT for attention visualization. What is a key difference?","Both models are used for NLP tasks.","A) BERT uses bidirectional attention, GPT uses unidirectional","B) Both use bidirectional attention","C) Both use unidirectional attention","D) Neither uses attention","A","BERT uses bidirectional attention, while GPT uses unidirectional (causal) attention.","BERT vs GPT"
"A team is using HuggingFace to finetune a transformer model. What is a common first step?","The model is loaded from the HuggingFace library.","A) Load pretrained weights","B) Train from scratch","C) Use random initialization","D) Skip tokenization","A","Loading pretrained weights is a common first step for finetuning.","HuggingFace Finetuning"
"A developer is scraping news headlines for NLP tasks. What is a key preprocessing step?","Headlines contain HTML tags and special characters.","A) Remove HTML tags","B) Tokenize text","C) Remove special characters","D) All of the above","D","All listed steps are important for cleaning scraped text data.","Text Scraping"
"A data scientist is applying regex for noisy text. What is a common use case?","Text data contains phone numbers and email addresses.","A) Extract patterns","B) Remove stopwords","C) Tokenize sentences","D) Lowercase text","A","Regex is commonly used to extract patterns like phone numbers and emails from text.","Regex in NLP"
"A researcher is applying quantization to a DL model. What is the expected benefit?","The model is deployed on edge devices with limited resources.","A) Reduces model size and inference time","B) Increases accuracy","C) Increases training time","D) No benefit","A","Quantization reduces model size and speeds up inference, especially on edge devices.","Quantization"
"A team is building a compressed LLM using QLoRA. What is a key advantage?","The model is trained with limited GPU resources.","A) Lower memory usage","B) Higher accuracy","C) Slower training","D) No advantage","A","QLoRA enables training large models with lower memory requirements.","QLoRA"
"A developer is deploying a model and testing endpoints. What is a common tool for endpoint testing?","The model is served via a REST API.","A) Postman","B) Jupyter Notebook","C) Excel","D) TensorBoard","A","Postman is widely used for testing REST API endpoints.","Model Deployment"
"A data scientist is starting training and partial deployment. What is a benefit of partial deployment?","The model is deployed to a subset of users for feedback.","A) Early feedback","B) Reduced risk","C) Faster iteration","D) All of the above","D","Partial deployment allows early feedback, reduces risk, and enables faster iteration.","Partial Deployment"
"A team is integrating and benchmarking model performance. What is a key metric for benchmarking?","The model is used for real-time predictions.","A) Latency","B) Throughput","C) Accuracy","D) All of the above","D","Latency, throughput, and accuracy are all important for benchmarking model performance.","Benchmarking"
"A developer is calling APIs for text, vision, and speech tasks. What is a common challenge?","The APIs return data in different formats.","A) Data normalization","B) Error handling","C) Rate limiting","D) All of the above","D","Data normalization, error handling, and rate limiting are common challenges when calling multiple APIs.","API Integration"
"A researcher is creating tool-based LangChain agents. What is a key feature of these agents?","The agent uses external tools to answer queries.","A) Tool integration","B) Memory management","C) Data visualization","D) Model training","A","Tool-based agents integrate external tools to enhance capabilities.","LangChain Agents"
"A team is using agents with memory and tools. What is a benefit of agent memory?","The agent interacts with users over multiple sessions.","A) Context retention","B) Faster responses","C) Improved accuracy","D) All of the above","D","Agent memory enables context retention, faster responses, and improved accuracy.","Agent Memory"
"A developer is packaging agents with Docker. What is a key advantage?","The agent is deployed across multiple environments.","A) Portability","B) Scalability","C) Isolation","D) All of the above","D","Docker packaging provides portability, scalability, and isolation for agent deployment.","Docker Packaging"
"A data scientist is embedding documents and creating indexes. What is the purpose of indexing?","The system retrieves relevant documents for user queries.","A) Faster search","B) Improved accuracy","C) Reduced storage","D) All of the above","A","Indexing enables faster search and retrieval of relevant documents.","Document Indexing"
"A team is building and testing a RAG-based retriever. What is a key component?","The retriever combines retrieval and generation for QA tasks.","A) Retriever model","B) Generator model","C) Index","D) All of the above","D","RAG-based retrievers use a retriever, generator, and index for QA tasks.","RAG Retriever"
"A developer is deploying to Azure Blob and invoking functions. What is a benefit of using Azure Functions?","The system processes uploaded files automatically.","A) Serverless execution","B) Scalability","C) Cost efficiency","D) All of the above","D","Azure Functions provide serverless execution, scalability, and cost efficiency.","Azure Functions"
"A researcher is creating a coordinating agent system. What is a key challenge?","Multiple agents must work together to solve complex tasks.","A) Communication","B) Synchronization","C) Error handling","D) All of the above","D","Communication, synchronization, and error handling are key challenges in multi-agent systems.","Agent Coordination"
"A team is testing multi-agent deployment locally. What is a common tool for local deployment?","The agents are built in Python and need to be tested together.","A) Docker Compose","B) Kubernetes","C) Jupyter Notebook","D) Excel","A","Docker Compose is commonly used for local multi-agent deployment and orchestration.","Multi-Agent Deployment"
"A developer is running a model on CPU vs GPU and comparing performance. What is a typical result?","The model is a deep neural network for image classification.","A) GPU is faster for large models","B) CPU is faster for small models","C) Both perform equally","D) GPU is always slower","A","GPUs are optimized for parallel computation and are faster for large models.","CPU vs GPU"
"A researcher is using TensorRT for model inference acceleration. What is a key benefit?","The model is deployed for real-time inference.","A) Reduced latency","B) Increased throughput","C) Lower memory usage","D) All of the above","D","TensorRT provides reduced latency, increased throughput, and lower memory usage for inference.","TensorRT Acceleration"
"A developer is building a context-driven API block. What is a key feature?","The API block adapts responses based on user context.","A) Dynamic response generation","B) Static responses","C) No context awareness","D) Only supports GET requests","A","Context-driven APIs generate dynamic responses based on user context.","Context-Driven API"
"A team is creating 3 MCP blocks and chaining them. What is a benefit of chaining MCP blocks?","The system processes data through multiple stages for complex tasks.","A) Modular design","B) Scalability","C) Reusability","D) All of the above","D","Chaining MCP blocks enables modular, scalable, and reusable system design.","MCP Chaining"
"A computer vision engineer is building a PyTorch model to classify images. What method is used to compute the output of the model?","The model is a subclass of nn.Module and receives a batch of images as input.","A) backward()","B) fit()","C) forward()","D) predict()","C","The forward() method defines the computation performed at every call of the model.","PyTorch Forward Pass"
"A data scientist wants to implement a custom activation function in PyTorch. Where should this be defined?","The model uses nn.Module and requires a non-standard activation after the first layer.","A) In the __init__ method","B) In the forward method","C) As a separate function outside the class","D) In the optimizer","B","Custom activations are typically defined in the forward() method of nn.Module.","PyTorch Forward Pass"
"A team is training a neural network for sentiment analysis using PyTorch. What is the output of the forward pass?","The model processes a batch of tokenized sentences and outputs logits for each class.","A) Gradients","B) Loss value","C) Predicted logits","D) Optimizer state","C","The forward pass computes the predicted outputs (logits) for the input batch.","PyTorch Forward Pass"
"A researcher is debugging a PyTorch model and wants to inspect intermediate layer outputs. What is the best approach?","The model has several convolutional and linear layers.","A) Print outputs inside the forward() method","B) Print outputs in __init__","C) Print outputs after optimizer.step()","D) Print outputs in backward()","A","Printing inside forward() allows inspection of intermediate activations during the forward pass.","PyTorch Forward Pass"
"A developer is using nn.Sequential to build a feedforward network in PyTorch. How does nn.Sequential work during the forward pass?","The network consists of multiple layers chained together.","A) Applies layers in reverse order","B) Applies layers in sequence as defined","C) Skips non-linear layers","D) Only applies the first layer","B","nn.Sequential applies each layer in the order they are defined during the forward pass.","PyTorch Forward Pass"
"A student wants to use GPU acceleration for the forward pass in PyTorch. What must they do?","The model and input tensors are currently on CPU.","A) Use .cuda() or .to('cuda') on model and tensors","B) Change optimizer settings","C) Use .cpu() on tensors","D) No action needed","A","Moving the model and tensors to GPU with .cuda() or .to('cuda') enables GPU acceleration.","PyTorch Forward Pass"
"A team is building a multi-input model in PyTorch. How should the forward method be defined?","The model receives both image and text inputs for multimodal classification.","A) Accept only one input argument","B) Accept multiple input arguments and process them","C) Use only keyword arguments","D) Inputs must be concatenated before calling forward()","B","The forward() method can accept multiple arguments and process them as needed.","PyTorch Forward Pass"
"A researcher is implementing dropout in a PyTorch model. What happens during the forward pass in training mode?","The model uses nn.Dropout after each hidden layer.","A) All neurons are dropped","B) No neurons are dropped","C) Random subset of neurons are dropped","D) Dropout is ignored","C","Dropout randomly zeroes some neuron outputs during training to prevent overfitting.","PyTorch Forward Pass"
"A developer is using batch normalization in a PyTorch model. What is the effect during the forward pass?","The model uses nn.BatchNorm1d after linear layers.","A) Normalizes activations across the batch","B) Normalizes activations across features only","C) No effect during forward pass","D) Only affects backward pass","A","Batch normalization normalizes activations across the batch during the forward pass.","PyTorch Forward Pass"
"A student is building a PyTorch model for regression. What should the forward method return?","The model predicts a continuous value for each input sample.","A) Class probabilities","B) Logits","C) Continuous output values","D) Loss value","C","For regression tasks, the forward method should return continuous output values.","PyTorch Forward Pass"
"A financial analyst is preparing a dataset with missing values in the 'income' column before building a predictive model. What is the best preprocessing step?","The dataset has 10% missing values in 'income', which is a key feature for credit risk prediction.","A) Drop all rows with missing income","B) Fill missing income with mean value","C) Fill missing income with median value","D) Leave missing values as is","C","Median imputation is less sensitive to outliers and preserves the distribution for skewed data.","Data Preprocessing"
"A marketing team wants to encode the 'region' column (North, South, East, West) for a classification model. Which encoding method is most suitable?","The model is a decision tree and the 'region' column is categorical with no ordinal relationship.","A) Label encoding","B) One-hot encoding","C) Binary encoding","D) Frequency encoding","B","One-hot encoding is preferred for non-ordinal categorical variables in tree-based models.","Data Preprocessing"
"A data scientist is scaling features before applying K-means clustering. Why is this step important?","Features include age (18-80), income ($20K-$200K), and purchase count (0-500).","A) To improve model interpretability","B) To ensure all features contribute equally to distance calculations","C) To reduce overfitting","D) To increase training speed","B","Scaling ensures that features with larger ranges do not dominate the clustering algorithm's distance calculations.","Data Preprocessing"
"A healthcare dataset contains outliers in the 'blood_pressure' column. What preprocessing technique should be used?","Some patients have extremely high or low blood pressure readings due to measurement errors.","A) Remove all outliers","B) Apply log transformation","C) Use robust scaling","D) Ignore outliers","C","Robust scaling uses median and interquartile range, making it less sensitive to outliers.","Data Preprocessing"
"A retail company wants to balance the classes in a customer churn dataset before training a model. What is the best approach?","Churned customers are only 5% of the dataset.","A) Oversample minority class","B) Undersample majority class","C) Use SMOTE","D) All of the above","D","All listed methods can help balance classes; SMOTE is a popular technique for synthetic oversampling.","Data Preprocessing"
"A researcher is building a regression model and wants to handle multicollinearity among features. What should they do?","Some features are highly correlated, causing unstable coefficient estimates.","A) Remove highly correlated features","B) Apply PCA","C) Use regularization (Ridge/Lasso)","D) All of the above","D","Removing correlated features, applying PCA, or using regularization can all address multicollinearity.","Data Preprocessing"
"A telecom company is normalizing the 'call_duration' feature for a neural network. Which method is most appropriate?","Call durations range from 1 to 120 minutes.","A) Min-max scaling","B) Standardization","C) Log transformation","D) No scaling needed","A","Min-max scaling transforms features to a fixed range, which is suitable for neural networks.","Data Preprocessing"
"A bank wants to encode the 'account_type' feature (Savings, Checking, Business) for a logistic regression model. Which encoding is best?","The model is sensitive to feature scaling and the feature is categorical.","A) Label encoding","B) One-hot encoding","C) Ordinal encoding","D) Frequency encoding","B","One-hot encoding avoids introducing ordinal relationships where none exist.","Data Preprocessing"
"A data scientist is handling missing values in a time series dataset. What is the best imputation method?","The dataset contains daily sales data with occasional missing days.","A) Forward fill","B) Backward fill","C) Interpolation","D) Drop missing days","C","Interpolation estimates missing values based on surrounding data, preserving time series continuity.","Data Preprocessing"
"A startup is preparing text data for sentiment analysis. What preprocessing step is essential before model training?","Text data contains typos, punctuation, and stopwords.","A) Tokenization","B) Removing stopwords","C) Lowercasing text","D) All of the above","D","All listed steps are essential for cleaning and preparing text data for NLP models.","Data Preprocessing"
"Question,Scenario,OptionA,OptionB,OptionC,OptionD,CorrectAnswer,Explanation,Topic
"A data scientist at TechCorp needs to predict house prices based on historical sales data with known prices. What type of machine learning approach should they use?","TechCorp Real Estate wants to build an automated valuation model using 50,000 historical home sales with features like square footage, location, bedrooms, and sale prices.","A) Unsupervised learning with clustering","B) Supervised learning with regression","C) Reinforcement learning with rewards","D) Semi-supervised learning with partial labels","B","Since we have historical data with known target values (sale prices), this is a supervised learning problem. We're predicting continuous values (prices), making it a regression task.","ML Fundamentals"
"A retail company wants to predict customer churn using historical purchase and engagement data. Which ML model should they use?","The company has labeled data indicating which customers have churned in the past year.","A) Clustering","B) Regression","C) Classification","D) Reinforcement Learning","C","Churn prediction is a classification problem since the target is categorical (churned/not churned).","ML Fundamentals"
"A hospital wants to group patients based on symptoms and test results to discover new disease subtypes. What ML approach is best?","No prior labels exist for disease subtypes; the goal is to find natural groupings.","A) Supervised learning","B) Unsupervised clustering","C) Regression","D) Reinforcement learning","B","Unsupervised clustering is used to discover patterns or groups in unlabeled data.","ML Fundamentals"
"A bank is building a credit scoring model using customer financial history. What is the target variable type?","The model predicts whether a customer will default on a loan (yes/no).","A) Continuous","B) Categorical","C) Ordinal","D) Binary","D","Default prediction is a binary classification problem (yes/no).","ML Fundamentals"
"A startup wants to recommend products to users based on their browsing and purchase history. Which ML technique is most suitable?","The system should learn user preferences and suggest relevant products.","A) Regression","B) Clustering","C) Recommendation systems","D) Classification","C","Recommendation systems use collaborative filtering or content-based methods to suggest items.","ML Fundamentals"
"A logistics company wants to optimize delivery routes using real-time traffic data. Which ML paradigm is most appropriate?","The system should learn to make sequential decisions to minimize delivery time.","A) Supervised learning","B) Unsupervised learning","C) Reinforcement learning","D) Regression","C","Reinforcement learning is used for sequential decision-making problems.","ML Fundamentals"
"A university wants to predict student grades based on attendance, assignment scores, and exam results. What ML model should be used?","The target variable is the final grade (A, B, C, D, F).","A) Regression","B) Classification","C) Clustering","D) Reinforcement learning","B","Predicting letter grades is a classification problem.","ML Fundamentals"
"A telecom company wants to detect fraudulent calls using call metadata. What is the main challenge in this ML task?","Fraudulent calls are rare compared to legitimate calls.","A) Data imbalance","B) Feature scaling","C) Overfitting","D) Underfitting","A","Fraud detection often faces class imbalance due to the rarity of fraud cases.","ML Fundamentals"
"A car manufacturer wants to forecast vehicle sales for the next quarter. Which ML model should they use?","Historical sales data is available for the past 5 years.","A) Regression","B) Classification","C) Clustering","D) Reinforcement learning","A","Forecasting sales is a regression problem since the target is continuous.","ML Fundamentals"
"A social media platform wants to identify trending topics from user posts. What ML technique is most suitable?","The platform has millions of unlabeled posts and wants to discover emerging topics.","A) Clustering","B) Classification","C) Regression","D) Reinforcement learning","A","Clustering can group similar posts to identify trends without labeled data.","ML Fundamentals"
...additional case-driven MCQs for each topic...
"In the house price prediction model, which evaluation metric would be MOST appropriate for measuring model performance?","The model needs to minimize prediction errors and the business cares about both small and large prediction errors equally.","A) Accuracy and Precision","B) Mean Absolute Error (MAE) and Root Mean Square Error (RMSE)","C) F1-Score and ROC-AUC","D) Confusion Matrix and Classification Report","B","For regression problems like price prediction, MAE and RMSE are appropriate metrics. MAE gives average absolute error, while RMSE penalizes larger errors more heavily.","Evaluation Metrics"
"The real estate dataset has missing values in the 'garage_size' column (20% missing) and 'year_built' column (5% missing). What's the best preprocessing strategy?","Missing garage_size values might indicate no garage, while missing year_built values appear random and could significantly impact price predictions.","A) Drop all rows with any missing values","B) Fill garage_size with 0, year_built with median value","C) Fill all missing values with column means","D) Use forward-fill for all missing values","B","Domain knowledge suggests missing garage_size likely means no garage (0), while year_built missing values should be imputed with median to avoid skewing the distribution.","Data Preprocessing"
"For the house price model with 50,000 samples, what would be an appropriate train-validation-test split strategy?","The model needs hyperparameter tuning and final performance evaluation. The data spans 10 years (2013-2023) with potential temporal patterns.","A) Random 80-10-10 split","B) Temporal split: 2013-2019 train, 2020-2021 validation, 2022-2023 test","C) 90-5-5 split to maximize training data","D) Cross-validation only, no separate test set","B","Temporal splitting prevents data leakage and better reflects real-world deployment where the model predicts future prices based on historical data.","Train-Test Split"
"After training Linear Regression, Random Forest, and XGBoost models, the validation RMSE results are: LR: $45K, RF: $32K, XGB: $30K. Training RMSE: LR: $44K, RF: $15K, XGB: $28K. Which model should you choose?","The business prioritizes model interpretability but also wants reasonable accuracy. Production environment has latency constraints.","A) Linear Regression for best interpretability","B) Random Forest shows severe overfitting","C) XGBoost for best validation performance","D) Ensemble of all three models","C","XGBoost has the best validation RMSE ($30K) with a reasonable gap from training RMSE ($28K), indicating good generalization without severe overfitting like Random Forest.","Model Selection"
"E-commerce company wants to group customers for targeted marketing without predefined categories. They have customer data: age, income, purchase history, website behavior. What ML approach?","No existing customer segments are defined. The marketing team wants to discover natural groupings in customer behavior to create personalized campaigns.","A) Supervised classification with predefined labels","B) Unsupervised clustering (K-means or hierarchical)","C) Reinforcement learning with reward functions","D) Semi-supervised learning with some labeled customers","B","Since there are no predefined customer categories and the goal is to discover natural groupings, this is an unsupervised clustering problem.","ML Fundamentals"
"For customer clustering, how would you evaluate the quality of the clustering results?","You applied K-means with K=5 and want to validate if this is optimal and whether the clusters are well-separated and meaningful.","A) Accuracy and F1-score","B) Silhouette score and elbow method for inertia","C) Precision and recall","D) Mean squared error","B","For clustering evaluation, silhouette score measures how well-separated clusters are, while the elbow method helps determine optimal number of clusters (K).","Evaluation Metrics"
